AveragePrice,region
1.09,Boise
1.01,Boise
1.11,Boise
1.14,Boise
1.11,Boise
1.16,Boise
0.94,Boise
1.12,Boise
0.99,Boise
1.03,Boise
1.08,Boise
1.16,Boise
1.19,Boise
1.05,Boise
1.12,Boise
1.1,Boise
1.07,Boise
1.07,Boise
1.09,Boise
1.05,Boise
1.15,Boise
1.04,Boise
1.06,Boise
0.99,Boise
1.12,Boise
0.97,Boise
1.03,Boise
0.96,Boise
1.06,Boise
1.0,Boise
0.96,Boise
0.99,Boise
1.19,Boise
1.09,Boise
0.98,Boise
1.17,Boise
1.0,Boise
1.14,Boise
1.06,Boise
0.99,Boise
1.14,Boise
1.07,Boise
0.91,Boise
1.03,Boise
1.08,Boise
1.18,Boise
1.01,Boise
1.13,Boston
1.07,Boston
1.01,Boston
1.02,Boston
1.19,Boston
1.07,Boston
1.05,Boston
1.04,Boston
1.06,Boston
1.02,Boston
0.94,Boston
1.14,Boston
1.07,Boston
1.07,Boston
1.15,Boston
1.03,Boston
1.11,Boston
1.13,Boston
1.07,Boston
1.15,Boston
1.07,Boston
1.17,Boston
1.28,Boston
1.18,Boston
1.14,Boston
1.27,Boston
1.25,Boston
1.24,Boston
1.08,Boston
1.25,Boston
1.26,Boston
1.14,Boston
1.26,Boston
1.14,Boston
1.17,Boston
1.28,Boston
1.15,Boston
1.26,Boston
1.27,Boston
1.19,Boston
1.18,Boston
1.25,Boston
1.17,Boston
1.11,Boston
1.23,Boston
1.2,Boston
1.04,Boston
1.22,Boston
1.17,Boston
1.23,Boston
1.1,Boston
1.02,Boston
1.35,BuffaloRochester
1.37,BuffaloRochester
1.35,BuffaloRochester
1.23,BuffaloRochester
1.39,BuffaloRochester
1.4,BuffaloRochester
1.36,BuffaloRochester
1.3,BuffaloRochester
1.23,BuffaloRochester
1.36,BuffaloRochester
1.29,BuffaloRochester
1.3,BuffaloRochester
1.33,BuffaloRochester
1.31,BuffaloRochester
1.54,BuffaloRochester
1.59,BuffaloRochester
1.56,BuffaloRochester
1.38,BuffaloRochester
1.49,BuffaloRochester
1.5,BuffaloRochester
1.47,BuffaloRochester
1.47,BuffaloRochester
1.39,BuffaloRochester
1.36,BuffaloRochester
1.45,BuffaloRochester
1.47,BuffaloRochester
1.36,BuffaloRochester
1.5,BuffaloRochester
1.34,BuffaloRochester
1.38,BuffaloRochester
1.4,BuffaloRochester
1.43,BuffaloRochester
1.35,BuffaloRochester
1.33,BuffaloRochester
1.42,BuffaloRochester
1.41,BuffaloRochester
1.42,BuffaloRochester
1.42,BuffaloRochester
1.44,BuffaloRochester
1.39,BuffaloRochester
1.4,BuffaloRochester
1.47,BuffaloRochester
1.35,BuffaloRochester
1.43,BuffaloRochester
1.41,BuffaloRochester
1.44,BuffaloRochester
1.36,BuffaloRochester
1.33,BuffaloRochester
1.5,BuffaloRochester
1.52,BuffaloRochester
1.54,BuffaloRochester
1.4,BuffaloRochester
0.9,California
0.94,California
0.87,California
0.78,California
0.91,California
0.92,California
0.83,California
0.98,California
0.95,California
1.12,California
1.07,California
1.08,California
1.02,California
1.04,California
1.14,California
1.13,California
1.09,California
1.08,California
1.18,California
1.11,California
1.1,California
1.16,California
1.13,California
1.18,California
1.13,California
1.12,California
1.1,California
1.07,California
0.97,California
0.98,California
0.98,California
1.1,California
1.08,California
0.93,California
0.88,California
1.15,California
1.05,California
1.06,California
1.12,California
1.1,California
1.06,California
1.06,California
0.96,California
0.84,California
0.96,California
0.96,California
0.91,California
0.85,California
1.06,California
1.02,California
0.92,California
0.93,California
0.96,Charlotte
0.98,Charlotte
0.95,Charlotte
0.99,Charlotte
0.95,Charlotte
1.0,Charlotte
1.01,Charlotte
1.03,Charlotte
1.11,Charlotte
1.27,Charlotte
1.26,Charlotte
1.14,Charlotte
1.22,Charlotte
1.09,Charlotte
1.2,Charlotte
1.19,Charlotte
1.01,Charlotte
1.2,Charlotte
1.15,Charlotte
1.24,Charlotte
1.21,Charlotte
1.24,Charlotte
1.23,Charlotte
1.19,Charlotte
1.18,Charlotte
1.18,Charlotte
1.17,Charlotte
1.17,Charlotte
1.15,Charlotte
1.15,Charlotte
1.19,Charlotte
1.2,Charlotte
1.21,Charlotte
1.19,Charlotte
1.0,Charlotte
1.2,Charlotte
1.18,Charlotte
1.17,Charlotte
1.19,Charlotte
1.23,Charlotte
1.19,Charlotte
1.19,Charlotte
1.25,Charlotte
1.18,Charlotte
1.08,Charlotte
1.22,Charlotte
1.17,Charlotte
0.98,Charlotte
1.18,Charlotte
1.25,Charlotte
1.26,Charlotte
1.19,Charlotte
0.93,Chicago
0.91,Chicago
1.07,Chicago
1.14,Chicago
1.11,Chicago
0.94,Chicago
1.17,Chicago
1.01,Chicago
1.0,Chicago
1.12,Chicago
1.15,Chicago
1.08,Chicago
1.18,Chicago
1.15,Chicago
1.19,Chicago
1.19,Chicago
1.11,Chicago
1.12,Chicago
1.2,Chicago
1.16,Chicago
1.25,Chicago
1.27,Chicago
1.12,Chicago
1.24,Chicago
1.26,Chicago
1.24,Chicago
1.21,Chicago
1.24,Chicago
1.21,Chicago
1.24,Chicago
1.26,Chicago
1.23,Chicago
1.23,Chicago
1.23,Chicago
1.04,Chicago
1.24,Chicago
1.24,Chicago
1.24,Chicago
1.27,Chicago
1.22,Chicago
1.21,Chicago
1.09,Chicago
1.18,Chicago
1.09,Chicago
1.18,Chicago
1.17,Chicago
1.13,Chicago
0.91,Chicago
1.22,Chicago
1.14,Chicago
1.15,Chicago
1.11,Chicago
0.87,CincinnatiDayton
0.85,CincinnatiDayton
0.79,CincinnatiDayton
0.83,CincinnatiDayton
0.88,CincinnatiDayton
0.89,CincinnatiDayton
0.88,CincinnatiDayton
0.87,CincinnatiDayton
0.93,CincinnatiDayton
1.01,CincinnatiDayton
0.98,CincinnatiDayton
0.91,CincinnatiDayton
0.93,CincinnatiDayton
1.08,CincinnatiDayton
1.05,CincinnatiDayton
1.05,CincinnatiDayton
1.02,CincinnatiDayton
1.01,CincinnatiDayton
1.05,CincinnatiDayton
1.01,CincinnatiDayton
1.08,CincinnatiDayton
1.09,CincinnatiDayton
1.03,CincinnatiDayton
1.06,CincinnatiDayton
1.03,CincinnatiDayton
1.03,CincinnatiDayton
1.01,CincinnatiDayton
1.02,CincinnatiDayton
1.05,CincinnatiDayton
1.07,CincinnatiDayton
1.06,CincinnatiDayton
1.1,CincinnatiDayton
1.04,CincinnatiDayton
1.06,CincinnatiDayton
1.08,CincinnatiDayton
1.06,CincinnatiDayton
1.02,CincinnatiDayton
1.02,CincinnatiDayton
1.06,CincinnatiDayton
0.95,CincinnatiDayton
0.98,CincinnatiDayton
0.94,CincinnatiDayton
0.87,CincinnatiDayton
0.89,CincinnatiDayton
0.93,CincinnatiDayton
0.94,CincinnatiDayton
0.93,CincinnatiDayton
0.86,CincinnatiDayton
0.93,CincinnatiDayton
0.93,CincinnatiDayton
0.92,CincinnatiDayton
0.88,CincinnatiDayton
0.99,Columbus
1.03,Columbus
1.03,Columbus
0.99,Columbus
1.03,Columbus
1.04,Columbus
0.99,Columbus
0.95,Columbus
0.99,Columbus
1.04,Columbus
0.98,Columbus
0.9,Columbus
0.93,Columbus
1.02,Columbus
1.0,Columbus
1.02,Columbus
1.04,Columbus
1.03,Columbus
1.08,Columbus
1.03,Columbus
1.0,Columbus
1.05,Columbus
1.02,Columbus
1.05,Columbus
1.04,Columbus
0.98,Columbus
0.94,Columbus
0.99,Columbus
1.01,Columbus
1.03,Columbus
1.1,Columbus
1.01,Columbus
1.0,Columbus
1.1,Columbus
0.99,Columbus
1.02,Columbus
1.0,Columbus
1.07,Columbus
1.09,Columbus
0.96,Columbus
0.94,Columbus
1.01,Columbus
0.95,Columbus
1.03,Columbus
1.09,Columbus
1.05,Columbus
0.96,Columbus
0.87,Columbus
1.08,Columbus
1.02,Columbus
0.97,Columbus
0.89,Columbus
0.8,DallasFtWorth
0.82,DallasFtWorth
0.79,DallasFtWorth
0.74,DallasFtWorth
0.8,DallasFtWorth
0.78,DallasFtWorth
0.71,DallasFtWorth
0.8,DallasFtWorth
0.78,DallasFtWorth
0.86,DallasFtWorth
0.83,DallasFtWorth
0.81,DallasFtWorth
0.82,DallasFtWorth
0.84,DallasFtWorth
0.77,DallasFtWorth
0.86,DallasFtWorth
0.84,DallasFtWorth
0.82,DallasFtWorth
0.85,DallasFtWorth
0.88,DallasFtWorth
0.85,DallasFtWorth
0.87,DallasFtWorth
0.8,DallasFtWorth
0.82,DallasFtWorth
0.82,DallasFtWorth
0.83,DallasFtWorth
0.77,DallasFtWorth
0.75,DallasFtWorth
0.65,DallasFtWorth
0.73,DallasFtWorth
0.68,DallasFtWorth
0.81,DallasFtWorth
0.73,DallasFtWorth
0.75,DallasFtWorth
0.77,DallasFtWorth
0.81,DallasFtWorth
0.8,DallasFtWorth
0.72,DallasFtWorth
0.77,DallasFtWorth
0.79,DallasFtWorth
0.67,DallasFtWorth
0.72,DallasFtWorth
0.75,DallasFtWorth
0.82,DallasFtWorth
0.8,DallasFtWorth
0.77,DallasFtWorth
0.67,DallasFtWorth
0.68,DallasFtWorth
0.8,DallasFtWorth
0.76,DallasFtWorth
0.76,DallasFtWorth
0.74,DallasFtWorth
0.98,Denver
1.05,Denver
0.83,Denver
0.76,Denver
1.12,Denver
0.85,Denver
0.82,Denver
0.93,Denver
0.82,Denver
0.93,Denver
0.87,Denver
0.9,Denver
1.02,Denver
0.97,Denver
0.98,Denver
1.01,Denver
1.09,Denver
1.14,Denver
1.2,Denver
1.17,Denver
1.09,Denver
1.05,Denver
1.18,Denver
1.1,Denver
1.18,Denver
1.19,Denver
1.2,Denver
1.16,Denver
1.16,Denver
1.11,Denver
1.26,Denver
1.16,Denver
1.21,Denver
1.08,Denver
1.01,Denver
1.19,Denver
1.08,Denver
1.05,Denver
1.19,Denver
1.11,Denver
1.15,Denver
1.03,Denver
1.03,Denver
1.03,Denver
1.0,Denver
1.12,Denver
0.95,Denver
0.93,Denver
1.02,Denver
0.99,Denver
1.09,Denver
0.99,Denver
1.08,Detroit
1.1,Detroit
1.05,Detroit
0.98,Detroit
1.11,Detroit
1.09,Detroit
1.1,Detroit
1.03,Detroit
1.04,Detroit
1.17,Detroit
0.97,Detroit
0.99,Detroit
1.1,Detroit
1.17,Detroit
1.0,Detroit
1.03,Detroit
1.09,Detroit
0.96,Detroit
1.11,Detroit
0.97,Detroit
1.07,Detroit
1.04,Detroit
0.99,Detroit
1.04,Detroit
1.02,Detroit
1.06,Detroit
1.0,Detroit
0.97,Detroit
1.04,Detroit
0.97,Detroit
1.09,Detroit
1.03,Detroit
0.95,Detroit
1.11,Detroit
1.06,Detroit
1.01,Detroit
0.96,Detroit
1.02,Detroit
1.11,Detroit
0.97,Detroit
0.97,Detroit
1.13,Detroit
1.01,Detroit
0.97,Detroit
1.15,Detroit
1.16,Detroit
1.11,Detroit
0.92,Detroit
1.19,Detroit
1.1,Detroit
1.08,Detroit
1.01,Detroit
1.13,GrandRapids
1.13,GrandRapids
1.24,GrandRapids
0.93,GrandRapids
1.12,GrandRapids
1.11,GrandRapids
1.2,GrandRapids
0.93,GrandRapids
0.91,GrandRapids
1.14,GrandRapids
0.94,GrandRapids
0.97,GrandRapids
0.99,GrandRapids
1.15,GrandRapids
0.88,GrandRapids
0.95,GrandRapids
1.09,GrandRapids
0.91,GrandRapids
1.28,GrandRapids
0.89,GrandRapids
1.08,GrandRapids
1.05,GrandRapids
1.12,GrandRapids
1.05,GrandRapids
1.19,GrandRapids
1.16,GrandRapids
1.1,GrandRapids
0.96,GrandRapids
1.07,GrandRapids
1.14,GrandRapids
1.31,GrandRapids
1.3,GrandRapids
0.97,GrandRapids
1.36,GrandRapids
1.06,GrandRapids
1.09,GrandRapids
0.93,GrandRapids
1.13,GrandRapids
1.22,GrandRapids
1.11,GrandRapids
0.91,GrandRapids
1.35,GrandRapids
1.08,GrandRapids
0.95,GrandRapids
1.31,GrandRapids
1.21,GrandRapids
1.24,GrandRapids
0.94,GrandRapids
1.19,GrandRapids
1.07,GrandRapids
1.03,GrandRapids
0.95,GrandRapids
1.01,GreatLakes
1.01,GreatLakes
1.03,GreatLakes
1.0,GreatLakes
1.07,GreatLakes
1.03,GreatLakes
1.09,GreatLakes
0.98,GreatLakes
1.0,GreatLakes
1.1,GreatLakes
1.03,GreatLakes
1.02,GreatLakes
1.05,GreatLakes
1.1,GreatLakes
1.02,GreatLakes
1.03,GreatLakes
1.07,GreatLakes
1.04,GreatLakes
1.14,GreatLakes
1.03,GreatLakes
1.12,GreatLakes
1.14,GreatLakes
1.1,GreatLakes
1.12,GreatLakes
1.14,GreatLakes
1.13,GreatLakes
1.07,GreatLakes
1.08,GreatLakes
1.12,GreatLakes
1.13,GreatLakes
1.2,GreatLakes
1.15,GreatLakes
1.09,GreatLakes
1.15,GreatLakes
1.05,GreatLakes
1.14,GreatLakes
1.06,GreatLakes
1.11,GreatLakes
1.18,GreatLakes
1.09,GreatLakes
1.04,GreatLakes
1.1,GreatLakes
1.04,GreatLakes
1.02,GreatLakes
1.16,GreatLakes
1.15,GreatLakes
1.07,GreatLakes
0.91,GreatLakes
1.13,GreatLakes
1.08,GreatLakes
1.1,GreatLakes
1.02,GreatLakes
1.16,HarrisburgScranton
1.11,HarrisburgScranton
1.14,HarrisburgScranton
1.1,HarrisburgScranton
1.17,HarrisburgScranton
1.16,HarrisburgScranton
1.09,HarrisburgScranton
1.09,HarrisburgScranton
1.13,HarrisburgScranton
1.11,HarrisburgScranton
0.93,HarrisburgScranton
1.05,HarrisburgScranton
1.16,HarrisburgScranton
1.15,HarrisburgScranton
1.17,HarrisburgScranton
1.07,HarrisburgScranton
1.19,HarrisburgScranton
1.18,HarrisburgScranton
1.1,HarrisburgScranton
1.09,HarrisburgScranton
1.07,HarrisburgScranton
1.1,HarrisburgScranton
1.17,HarrisburgScranton
1.19,HarrisburgScranton
1.17,HarrisburgScranton
1.19,HarrisburgScranton
1.2,HarrisburgScranton
1.19,HarrisburgScranton
1.13,HarrisburgScranton
1.21,HarrisburgScranton
1.22,HarrisburgScranton
1.21,HarrisburgScranton
1.19,HarrisburgScranton
1.19,HarrisburgScranton
1.17,HarrisburgScranton
1.21,HarrisburgScranton
1.17,HarrisburgScranton
1.18,HarrisburgScranton
1.21,HarrisburgScranton
1.14,HarrisburgScranton
1.08,HarrisburgScranton
1.2,HarrisburgScranton
1.15,HarrisburgScranton
1.07,HarrisburgScranton
1.2,HarrisburgScranton
1.22,HarrisburgScranton
1.02,HarrisburgScranton
1.06,HarrisburgScranton
1.17,HarrisburgScranton
1.24,HarrisburgScranton
1.26,HarrisburgScranton
1.05,HarrisburgScranton
1.27,HartfordSpringfield
1.18,HartfordSpringfield
1.24,HartfordSpringfield
1.19,HartfordSpringfield
1.32,HartfordSpringfield
1.27,HartfordSpringfield
1.12,HartfordSpringfield
1.16,HartfordSpringfield
1.16,HartfordSpringfield
1.2,HartfordSpringfield
0.93,HartfordSpringfield
1.38,HartfordSpringfield
1.3,HartfordSpringfield
1.29,HartfordSpringfield
1.25,HartfordSpringfield
1.11,HartfordSpringfield
1.27,HartfordSpringfield
1.26,HartfordSpringfield
1.14,HartfordSpringfield
1.12,HartfordSpringfield
1.12,HartfordSpringfield
1.16,HartfordSpringfield
1.3,HartfordSpringfield
1.32,HartfordSpringfield
1.06,HartfordSpringfield
1.25,HartfordSpringfield
1.27,HartfordSpringfield
1.25,HartfordSpringfield
1.15,HartfordSpringfield
1.29,HartfordSpringfield
1.33,HartfordSpringfield
1.34,HartfordSpringfield
1.2,HartfordSpringfield
1.25,HartfordSpringfield
1.25,HartfordSpringfield
1.36,HartfordSpringfield
1.35,HartfordSpringfield
1.25,HartfordSpringfield
1.33,HartfordSpringfield
1.22,HartfordSpringfield
1.11,HartfordSpringfield
1.4,HartfordSpringfield
1.43,HartfordSpringfield
1.12,HartfordSpringfield
1.38,HartfordSpringfield
1.39,HartfordSpringfield
1.09,HartfordSpringfield
1.32,HartfordSpringfield
1.35,HartfordSpringfield
1.39,HartfordSpringfield
1.38,HartfordSpringfield
1.06,HartfordSpringfield
0.78,Houston
0.75,Houston
0.73,Houston
0.74,Houston
0.79,Houston
0.73,Houston
0.72,Houston
0.75,Houston
0.77,Houston
0.88,Houston
0.9,Houston
0.79,Houston
0.82,Houston
0.86,Houston
0.83,Houston
0.89,Houston
0.89,Houston
0.88,Houston
0.89,Houston
0.92,Houston
0.92,Houston
0.9,Houston
0.79,Houston
0.78,Houston
0.79,Houston
0.79,Houston
0.74,Houston
0.74,Houston
0.62,Houston
0.72,Houston
0.72,Houston
0.83,Houston
0.82,Houston
0.76,Houston
0.74,Houston
0.79,Houston
0.82,Houston
0.79,Houston
0.83,Houston
0.79,Houston
0.8,Houston
0.77,Houston
0.78,Houston
0.87,Houston
0.82,Houston
0.73,Houston
0.7,Houston
0.72,Houston
0.77,Houston
0.77,Houston
0.78,Houston
0.71,Houston
1.04,Indianapolis
1.1,Indianapolis
1.03,Indianapolis
0.92,Indianapolis
1.08,Indianapolis
1.11,Indianapolis
1.08,Indianapolis
0.96,Indianapolis
1.01,Indianapolis
1.02,Indianapolis
0.97,Indianapolis
1.1,Indianapolis
0.98,Indianapolis
1.04,Indianapolis
0.91,Indianapolis
0.87,Indianapolis
1.11,Indianapolis
1.17,Indianapolis
1.22,Indianapolis
1.14,Indianapolis
1.2,Indianapolis
1.21,Indianapolis
1.22,Indianapolis
1.07,Indianapolis
1.05,Indianapolis
1.05,Indianapolis
0.95,Indianapolis
1.03,Indianapolis
1.15,Indianapolis
1.28,Indianapolis
1.37,Indianapolis
1.29,Indianapolis
1.26,Indianapolis
1.06,Indianapolis
1.13,Indianapolis
1.24,Indianapolis
1.08,Indianapolis
1.15,Indianapolis
1.17,Indianapolis
1.09,Indianapolis
1.11,Indianapolis
1.21,Indianapolis
1.07,Indianapolis
1.13,Indianapolis
1.34,Indianapolis
1.3,Indianapolis
0.98,Indianapolis
0.92,Indianapolis
1.06,Indianapolis
1.14,Indianapolis
1.25,Indianapolis
1.02,Indianapolis
0.99,Jacksonville
1.19,Jacksonville
0.96,Jacksonville
1.19,Jacksonville
0.96,Jacksonville
0.98,Jacksonville
1.25,Jacksonville
1.25,Jacksonville
0.97,Jacksonville
1.22,Jacksonville
1.25,Jacksonville
0.99,Jacksonville
0.99,Jacksonville
1.27,Jacksonville
0.99,Jacksonville
1.24,Jacksonville
0.98,Jacksonville
1.26,Jacksonville
1.25,Jacksonville
1.25,Jacksonville
0.99,Jacksonville
1.24,Jacksonville
1.25,Jacksonville
1.0,Jacksonville
1.22,Jacksonville
0.95,Jacksonville
1.16,Jacksonville
0.95,Jacksonville
1.2,Jacksonville
0.98,Jacksonville
1.24,Jacksonville
1.0,Jacksonville
1.22,Jacksonville
1.24,Jacksonville
0.96,Jacksonville
1.21,Jacksonville
1.17,Jacksonville
0.99,Jacksonville
1.1,Jacksonville
1.2,Jacksonville
0.96,Jacksonville
1.27,Jacksonville
1.24,Jacksonville
1.01,Jacksonville
1.1,Jacksonville
1.24,Jacksonville
1.21,Jacksonville
0.92,Jacksonville
1.2,Jacksonville
1.27,Jacksonville
1.2,Jacksonville
0.97,Jacksonville
0.83,LasVegas
0.96,LasVegas
0.95,LasVegas
0.89,LasVegas
0.95,LasVegas
0.98,LasVegas
0.95,LasVegas
0.92,LasVegas
0.99,LasVegas
0.98,LasVegas
0.91,LasVegas
0.94,LasVegas
0.97,LasVegas
0.97,LasVegas
0.97,LasVegas
0.88,LasVegas
1.02,LasVegas
1.09,LasVegas
1.06,LasVegas
0.96,LasVegas
0.96,LasVegas
1.09,LasVegas
1.06,LasVegas
1.03,LasVegas
1.02,LasVegas
1.05,LasVegas
1.01,LasVegas
0.9,LasVegas
0.88,LasVegas
1.02,LasVegas
1.03,LasVegas
0.98,LasVegas
0.95,LasVegas
0.98,LasVegas
0.94,LasVegas
0.88,LasVegas
0.82,LasVegas
0.76,LasVegas
0.81,LasVegas
0.84,LasVegas
0.9,LasVegas
1.07,LasVegas
1.01,LasVegas
1.05,LasVegas
1.16,LasVegas
1.12,LasVegas
1.01,LasVegas
0.94,LasVegas
1.06,LasVegas
1.06,LasVegas
0.93,LasVegas
0.8,LasVegas
0.8,LosAngeles
0.85,LosAngeles
0.74,LosAngeles
0.66,LosAngeles
0.83,LosAngeles
0.81,LosAngeles
0.74,LosAngeles
0.84,LosAngeles
0.89,LosAngeles
0.95,LosAngeles
0.89,LosAngeles
0.92,LosAngeles
0.98,LosAngeles
0.9,LosAngeles
0.99,LosAngeles
0.98,LosAngeles
0.92,LosAngeles
0.9,LosAngeles
1.03,LosAngeles
0.93,LosAngeles
0.94,LosAngeles
1.0,LosAngeles
0.95,LosAngeles
1.02,LosAngeles
1.03,LosAngeles
0.96,LosAngeles
0.94,LosAngeles
0.91,LosAngeles
0.79,LosAngeles
0.84,LosAngeles
0.85,LosAngeles
0.97,LosAngeles
0.98,LosAngeles
0.78,LosAngeles
0.78,LosAngeles
1.02,LosAngeles
0.93,LosAngeles
0.93,LosAngeles
1.01,LosAngeles
1.0,LosAngeles
1.01,LosAngeles
0.94,LosAngeles
0.86,LosAngeles
0.75,LosAngeles
0.83,LosAngeles
0.83,LosAngeles
0.9,LosAngeles
0.74,LosAngeles
0.96,LosAngeles
0.89,LosAngeles
0.85,LosAngeles
0.85,LosAngeles
1.04,Louisville
1.05,Louisville
0.91,Louisville
0.83,Louisville
0.97,Louisville
1.01,Louisville
1.04,Louisville
0.93,Louisville
0.89,Louisville
1.06,Louisville
1.03,Louisville
1.03,Louisville
1.11,Louisville
1.18,Louisville
1.05,Louisville
0.98,Louisville
0.98,Louisville
1.13,Louisville
1.15,Louisville
1.09,Louisville
1.08,Louisville
0.93,Louisville
0.88,Louisville
1.08,Louisville
1.13,Louisville
1.15,Louisville
1.15,Louisville
1.17,Louisville
1.07,Louisville
1.01,Louisville
1.0,Louisville
1.05,Louisville
1.2,Louisville
1.1,Louisville
1.03,Louisville
1.21,Louisville
1.01,Louisville
0.97,Louisville
1.08,Louisville
1.0,Louisville
0.99,Louisville
1.21,Louisville
1.18,Louisville
1.02,Louisville
1.01,Louisville
1.13,Louisville
1.0,Louisville
0.9,Louisville
1.02,Louisville
1.06,Louisville
1.05,Louisville
0.92,Louisville
0.99,MiamiFtLauderdale
1.21,MiamiFtLauderdale
0.97,MiamiFtLauderdale
1.25,MiamiFtLauderdale
0.98,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.22,MiamiFtLauderdale
1.22,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.25,MiamiFtLauderdale
1.24,MiamiFtLauderdale
1.0,MiamiFtLauderdale
0.99,MiamiFtLauderdale
1.31,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.26,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.24,MiamiFtLauderdale
1.24,MiamiFtLauderdale
1.24,MiamiFtLauderdale
0.97,MiamiFtLauderdale
1.22,MiamiFtLauderdale
1.24,MiamiFtLauderdale
0.96,MiamiFtLauderdale
1.24,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.21,MiamiFtLauderdale
0.96,MiamiFtLauderdale
1.26,MiamiFtLauderdale
0.99,MiamiFtLauderdale
1.27,MiamiFtLauderdale
1.01,MiamiFtLauderdale
1.24,MiamiFtLauderdale
1.28,MiamiFtLauderdale
0.98,MiamiFtLauderdale
1.25,MiamiFtLauderdale
1.23,MiamiFtLauderdale
1.0,MiamiFtLauderdale
1.11,MiamiFtLauderdale
1.25,MiamiFtLauderdale
0.97,MiamiFtLauderdale
1.33,MiamiFtLauderdale
1.3,MiamiFtLauderdale
1.01,MiamiFtLauderdale
1.24,MiamiFtLauderdale
1.29,MiamiFtLauderdale
1.25,MiamiFtLauderdale
0.95,MiamiFtLauderdale
1.27,MiamiFtLauderdale
1.3,MiamiFtLauderdale
1.28,MiamiFtLauderdale
0.97,MiamiFtLauderdale
1.05,Midsouth
1.05,Midsouth
1.03,Midsouth
1.0,Midsouth
1.05,Midsouth
1.06,Midsouth
1.02,Midsouth
1.04,Midsouth
1.08,Midsouth
1.13,Midsouth
1.05,Midsouth
1.13,Midsouth
1.18,Midsouth
1.11,Midsouth
1.13,Midsouth
1.09,Midsouth
1.08,Midsouth
1.18,Midsouth
1.12,Midsouth
1.14,Midsouth
