AveragePrice,region
0.8399999999999999,Boston
0.77,Boston
0.77,Boston
0.8499999999999999,Boston
0.73,Boston
0.81,Boston
0.8299999999999998,Boston
0.77,Boston
0.8499999999999999,Boston
0.77,Boston
0.8699999999999999,Boston
0.98,Boston
0.8799999999999999,Boston
0.8399999999999999,Boston
0.97,Boston
0.95,Boston
0.94,Boston
0.78,Boston
0.95,Boston
0.96,Boston
0.8399999999999999,Boston
0.96,Boston
0.8399999999999999,Boston
0.8699999999999999,Boston
0.98,Boston
0.8499999999999999,Boston
0.96,Boston
0.97,Boston
0.8899999999999999,Boston
0.8799999999999999,Boston
0.95,Boston
0.8699999999999999,Boston
0.81,Boston
0.9299999999999999,Boston
0.8999999999999999,Boston
0.74,Boston
0.9199999999999999,Boston
0.8699999999999999,Boston
0.9299999999999999,Boston
0.8,Boston
0.72,Boston
1.05,BuffaloRochester
1.07,BuffaloRochester
1.05,BuffaloRochester
0.9299999999999999,BuffaloRochester
1.0899999999999999,BuffaloRochester
1.0999999999999999,BuffaloRochester
1.06,BuffaloRochester
1.0,BuffaloRochester
0.9299999999999999,BuffaloRochester
1.06,BuffaloRochester
0.99,BuffaloRochester
1.0,BuffaloRochester
1.03,BuffaloRochester
1.01,BuffaloRochester
1.24,BuffaloRochester
1.29,BuffaloRochester
1.26,BuffaloRochester
1.0799999999999998,BuffaloRochester
1.19,BuffaloRochester
1.2,BuffaloRochester
1.17,BuffaloRochester
1.17,BuffaloRochester
1.0899999999999999,BuffaloRochester
1.06,BuffaloRochester
1.15,BuffaloRochester
1.17,BuffaloRochester
1.06,BuffaloRochester
1.2,BuffaloRochester
1.04,BuffaloRochester
1.0799999999999998,BuffaloRochester
1.0999999999999999,BuffaloRochester
1.13,BuffaloRochester
1.05,BuffaloRochester
1.03,BuffaloRochester
1.1199999999999999,BuffaloRochester
1.1099999999999999,BuffaloRochester
1.1199999999999999,BuffaloRochester
1.1199999999999999,BuffaloRochester
1.14,BuffaloRochester
1.0899999999999999,BuffaloRochester
1.0999999999999999,BuffaloRochester
1.17,BuffaloRochester
1.05,BuffaloRochester
1.13,BuffaloRochester
1.1099999999999999,BuffaloRochester
1.14,BuffaloRochester
1.06,BuffaloRochester
1.03,BuffaloRochester
1.2,BuffaloRochester
1.22,BuffaloRochester
1.24,BuffaloRochester
1.0999999999999999,BuffaloRochester
0.6000000000000001,California
0.6399999999999999,California
0.5700000000000001,California
0.48000000000000004,California
0.6100000000000001,California
0.6200000000000001,California
0.53,California
0.6799999999999999,California
0.6499999999999999,California
0.8200000000000001,California
0.77,California
0.78,California
0.72,California
0.74,California
0.8399999999999999,California
0.8299999999999998,California
0.79,California
0.78,California
0.8799999999999999,California
0.81,California
0.8,California
0.8599999999999999,California
0.8299999999999998,California
0.8799999999999999,California
0.8299999999999998,California
0.8200000000000001,California
0.8,California
0.77,California
0.6699999999999999,California
0.6799999999999999,California
0.6799999999999999,California
0.8,California
0.78,California
0.6300000000000001,California
0.5800000000000001,California
0.8499999999999999,California
0.75,California
0.76,California
0.8200000000000001,California
0.8,California
0.76,California
0.76,California
0.6599999999999999,California
0.54,California
0.6599999999999999,California
0.6599999999999999,California
0.6100000000000001,California
0.55,California
0.76,California
0.72,California
0.6200000000000001,California
0.6300000000000001,California
0.6599999999999999,Charlotte
0.6799999999999999,Charlotte
0.6499999999999999,Charlotte
0.69,Charlotte
0.6499999999999999,Charlotte
0.7,Charlotte
0.71,Charlotte
0.73,Charlotte
0.81,Charlotte
0.97,Charlotte
0.96,Charlotte
0.8399999999999999,Charlotte
0.9199999999999999,Charlotte
0.79,Charlotte
0.8999999999999999,Charlotte
0.8899999999999999,Charlotte
0.71,Charlotte
0.8999999999999999,Charlotte
0.8499999999999999,Charlotte
0.94,Charlotte
0.9099999999999999,Charlotte
0.94,Charlotte
0.9299999999999999,Charlotte
0.8899999999999999,Charlotte
0.8799999999999999,Charlotte
0.8799999999999999,Charlotte
0.8699999999999999,Charlotte
0.8699999999999999,Charlotte
0.8499999999999999,Charlotte
0.8499999999999999,Charlotte
0.8899999999999999,Charlotte
0.8999999999999999,Charlotte
0.9099999999999999,Charlotte
0.8899999999999999,Charlotte
0.7,Charlotte
0.8999999999999999,Charlotte
0.8799999999999999,Charlotte
0.8699999999999999,Charlotte
0.8899999999999999,Charlotte
0.9299999999999999,Charlotte
0.8899999999999999,Charlotte
0.8899999999999999,Charlotte
0.95,Charlotte
0.8799999999999999,Charlotte
0.78,Charlotte
0.9199999999999999,Charlotte
0.8699999999999999,Charlotte
0.6799999999999999,Charlotte
0.8799999999999999,Charlotte
0.95,Charlotte
0.96,Charlotte
0.8899999999999999,Charlotte
0.6300000000000001,Chicago
0.6100000000000001,Chicago
0.77,Chicago
0.8399999999999999,Chicago
0.81,Chicago
0.6399999999999999,Chicago
0.8699999999999999,Chicago
0.71,Chicago
0.7,Chicago
0.8200000000000001,Chicago
0.8499999999999999,Chicago
0.78,Chicago
0.8799999999999999,Chicago
0.8499999999999999,Chicago
0.8899999999999999,Chicago
0.8899999999999999,Chicago
0.81,Chicago
0.8200000000000001,Chicago
0.8999999999999999,Chicago
0.8599999999999999,Chicago
0.95,Chicago
0.97,Chicago
0.8200000000000001,Chicago
0.94,Chicago
0.96,Chicago
0.94,Chicago
0.9099999999999999,Chicago
0.94,Chicago
0.9099999999999999,Chicago
0.94,Chicago
0.96,Chicago
0.9299999999999999,Chicago
0.9299999999999999,Chicago
0.9299999999999999,Chicago
0.74,Chicago
0.94,Chicago
0.94,Chicago
0.94,Chicago
0.97,Chicago
0.9199999999999999,Chicago
0.9099999999999999,Chicago
0.79,Chicago
0.8799999999999999,Chicago
0.79,Chicago
0.8799999999999999,Chicago
0.8699999999999999,Chicago
0.8299999999999998,Chicago
0.6100000000000001,Chicago
0.9199999999999999,Chicago
0.8399999999999999,Chicago
0.8499999999999999,Chicago
0.81,Chicago
0.5700000000000001,CincinnatiDayton
0.55,CincinnatiDayton
0.49000000000000005,CincinnatiDayton
0.53,CincinnatiDayton
0.5800000000000001,CincinnatiDayton
0.5900000000000001,CincinnatiDayton
0.5800000000000001,CincinnatiDayton
0.5700000000000001,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.71,CincinnatiDayton
0.6799999999999999,CincinnatiDayton
0.6100000000000001,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.78,CincinnatiDayton
0.75,CincinnatiDayton
0.75,CincinnatiDayton
0.72,CincinnatiDayton
0.71,CincinnatiDayton
0.75,CincinnatiDayton
0.71,CincinnatiDayton
0.78,CincinnatiDayton
0.79,CincinnatiDayton
0.73,CincinnatiDayton
0.76,CincinnatiDayton
0.73,CincinnatiDayton
0.73,CincinnatiDayton
0.71,CincinnatiDayton
0.72,CincinnatiDayton
0.75,CincinnatiDayton
0.77,CincinnatiDayton
0.76,CincinnatiDayton
0.8,CincinnatiDayton
0.74,CincinnatiDayton
0.76,CincinnatiDayton
0.78,CincinnatiDayton
0.76,CincinnatiDayton
0.72,CincinnatiDayton
0.72,CincinnatiDayton
0.76,CincinnatiDayton
0.6499999999999999,CincinnatiDayton
0.6799999999999999,CincinnatiDayton
0.6399999999999999,CincinnatiDayton
0.5700000000000001,CincinnatiDayton
0.5900000000000001,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.6399999999999999,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.56,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.6300000000000001,CincinnatiDayton
0.6200000000000001,CincinnatiDayton
0.5800000000000001,CincinnatiDayton
0.69,Columbus
0.73,Columbus
0.73,Columbus
0.69,Columbus
0.73,Columbus
0.74,Columbus
0.69,Columbus
0.6499999999999999,Columbus
0.69,Columbus
0.74,Columbus
0.6799999999999999,Columbus
0.6000000000000001,Columbus
0.6300000000000001,Columbus
0.72,Columbus
0.7,Columbus
0.72,Columbus
0.74,Columbus
0.73,Columbus
0.78,Columbus
0.73,Columbus
0.7,Columbus
0.75,Columbus
0.72,Columbus
0.75,Columbus
0.74,Columbus
0.6799999999999999,Columbus
0.6399999999999999,Columbus
0.69,Columbus
0.71,Columbus
0.73,Columbus
0.8,Columbus
0.71,Columbus
0.7,Columbus
0.8,Columbus
0.69,Columbus
0.72,Columbus
0.7,Columbus
0.77,Columbus
0.79,Columbus
0.6599999999999999,Columbus
0.6399999999999999,Columbus
0.71,Columbus
0.6499999999999999,Columbus
0.73,Columbus
0.79,Columbus
0.75,Columbus
0.6599999999999999,Columbus
0.5700000000000001,Columbus
0.78,Columbus
0.72,Columbus
0.6699999999999999,Columbus
0.5900000000000001,Columbus
0.5,DallasFtWorth
0.52,DallasFtWorth
0.49000000000000005,DallasFtWorth
0.44,DallasFtWorth
0.5,DallasFtWorth
0.48000000000000004,DallasFtWorth
0.41,DallasFtWorth
0.5,DallasFtWorth
0.48000000000000004,DallasFtWorth
0.56,DallasFtWorth
0.53,DallasFtWorth
0.51,DallasFtWorth
0.52,DallasFtWorth
0.54,DallasFtWorth
0.47000000000000003,DallasFtWorth
0.56,DallasFtWorth
0.54,DallasFtWorth
0.52,DallasFtWorth
0.55,DallasFtWorth
0.5800000000000001,DallasFtWorth
0.55,DallasFtWorth
0.5700000000000001,DallasFtWorth
0.5,DallasFtWorth
0.52,DallasFtWorth
0.52,DallasFtWorth
0.53,DallasFtWorth
0.47000000000000003,DallasFtWorth
0.45,DallasFtWorth
0.35000000000000003,DallasFtWorth
0.43,DallasFtWorth
0.38000000000000006,DallasFtWorth
0.51,DallasFtWorth
0.43,DallasFtWorth
0.45,DallasFtWorth
0.47000000000000003,DallasFtWorth
0.51,DallasFtWorth
0.5,DallasFtWorth
0.42,DallasFtWorth
0.47000000000000003,DallasFtWorth
0.49000000000000005,DallasFtWorth
0.37000000000000005,DallasFtWorth
0.42,DallasFtWorth
0.45,DallasFtWorth
0.52,DallasFtWorth
0.5,DallasFtWorth
0.47000000000000003,DallasFtWorth
0.37000000000000005,DallasFtWorth
0.38000000000000006,DallasFtWorth
0.5,DallasFtWorth
0.46,DallasFtWorth
0.46,DallasFtWorth
0.44,DallasFtWorth
0.6799999999999999,Denver
0.75,Denver
0.53,Denver
0.46,Denver
0.8200000000000001,Denver
0.55,Denver
0.52,Denver
0.6300000000000001,Denver
0.52,Denver
0.6300000000000001,Denver
0.5700000000000001,Denver
0.6000000000000001,Denver
0.72,Denver
0.6699999999999999,Denver
0.6799999999999999,Denver
0.71,Denver
0.79,Denver
0.8399999999999999,Denver
0.8999999999999999,Denver
0.8699999999999999,Denver
0.79,Denver
0.75,Denver
0.8799999999999999,Denver
0.8,Denver
0.8799999999999999,Denver
0.8899999999999999,Denver
0.8999999999999999,Denver
0.8599999999999999,Denver
0.8599999999999999,Denver
0.81,Denver
0.96,Denver
0.8599999999999999,Denver
0.9099999999999999,Denver
0.78,Denver
0.71,Denver
0.8899999999999999,Denver
0.78,Denver
0.75,Denver
0.8899999999999999,Denver
0.81,Denver
0.8499999999999999,Denver
0.73,Denver
0.73,Denver
0.73,Denver
0.7,Denver
0.8200000000000001,Denver
0.6499999999999999,Denver
0.6300000000000001,Denver
0.72,Denver
0.69,Denver
0.79,Denver
0.69,Denver
0.78,Detroit
0.8,Detroit
0.75,Detroit
0.6799999999999999,Detroit
0.81,Detroit
0.79,Detroit
0.8,Detroit
0.73,Detroit
0.74,Detroit
0.8699999999999999,Detroit
0.6699999999999999,Detroit
0.69,Detroit
0.8,Detroit
0.8699999999999999,Detroit
0.7,Detroit
0.73,Detroit
0.79,Detroit
0.6599999999999999,Detroit
0.81,Detroit
0.6699999999999999,Detroit
0.77,Detroit
0.74,Detroit
0.69,Detroit
0.74,Detroit
0.72,Detroit
0.76,Detroit
0.7,Detroit
0.6699999999999999,Detroit
0.74,Detroit
0.6699999999999999,Detroit
0.79,Detroit
0.73,Detroit
0.6499999999999999,Detroit
0.81,Detroit
0.76,Detroit
0.71,Detroit
0.6599999999999999,Detroit
0.72,Detroit
0.81,Detroit
0.6699999999999999,Detroit
0.6699999999999999,Detroit
0.8299999999999998,Detroit
0.71,Detroit
0.6699999999999999,Detroit
0.8499999999999999,Detroit
0.8599999999999999,Detroit
0.81,Detroit
0.6200000000000001,Detroit
0.8899999999999999,Detroit
0.8,Detroit
0.78,Detroit
0.71,Detroit
0.8299999999999998,GrandRapids
0.8299999999999998,GrandRapids
0.94,GrandRapids
0.6300000000000001,GrandRapids
0.8200000000000001,GrandRapids
0.81,GrandRapids
0.8999999999999999,GrandRapids
0.6300000000000001,GrandRapids
0.6100000000000001,GrandRapids
0.8399999999999999,GrandRapids
0.6399999999999999,GrandRapids
0.6699999999999999,GrandRapids
0.69,GrandRapids
0.8499999999999999,GrandRapids
0.5800000000000001,GrandRapids
0.6499999999999999,GrandRapids
0.79,GrandRapids
0.6100000000000001,GrandRapids
0.98,GrandRapids
0.5900000000000001,GrandRapids
0.78,GrandRapids
0.75,GrandRapids
0.8200000000000001,GrandRapids
0.75,GrandRapids
0.8899999999999999,GrandRapids
0.8599999999999999,GrandRapids
0.8,GrandRapids
0.6599999999999999,GrandRapids
0.77,GrandRapids
0.8399999999999999,GrandRapids
1.01,GrandRapids
1.0,GrandRapids
0.6699999999999999,GrandRapids
1.06,GrandRapids
0.76,GrandRapids
0.79,GrandRapids
0.6300000000000001,GrandRapids
0.8299999999999998,GrandRapids
0.9199999999999999,GrandRapids
0.81,GrandRapids
0.6100000000000001,GrandRapids
1.05,GrandRapids
0.78,GrandRapids
0.6499999999999999,GrandRapids
1.01,GrandRapids
0.9099999999999999,GrandRapids
0.94,GrandRapids
0.6399999999999999,GrandRapids
0.8899999999999999,GrandRapids
0.77,GrandRapids
0.73,GrandRapids
0.6499999999999999,GrandRapids
0.71,GreatLakes
0.71,GreatLakes
0.73,GreatLakes
0.7,GreatLakes
0.77,GreatLakes
0.73,GreatLakes
0.79,GreatLakes
0.6799999999999999,GreatLakes
0.7,GreatLakes
0.8,GreatLakes
0.73,GreatLakes
0.72,GreatLakes
0.75,GreatLakes
0.8,GreatLakes
0.72,GreatLakes
0.73,GreatLakes
0.77,GreatLakes
0.74,GreatLakes
0.8399999999999999,GreatLakes
0.73,GreatLakes
0.8200000000000001,GreatLakes
0.8399999999999999,GreatLakes
0.8,GreatLakes
0.8200000000000001,GreatLakes
0.8399999999999999,GreatLakes
0.8299999999999998,GreatLakes
0.77,GreatLakes
0.78,GreatLakes
0.8200000000000001,GreatLakes
0.8299999999999998,GreatLakes
0.8999999999999999,GreatLakes
0.8499999999999999,GreatLakes
0.79,GreatLakes
0.8499999999999999,GreatLakes
0.75,GreatLakes
0.8399999999999999,GreatLakes
0.76,GreatLakes
0.81,GreatLakes
0.8799999999999999,GreatLakes
0.79,GreatLakes
0.74,GreatLakes
0.8,GreatLakes
0.74,GreatLakes
0.72,GreatLakes
0.8599999999999999,GreatLakes
0.8499999999999999,GreatLakes
0.77,GreatLakes
0.6100000000000001,GreatLakes
0.8299999999999998,GreatLakes
0.78,GreatLakes
0.8,GreatLakes
0.72,GreatLakes
0.8599999999999999,HarrisburgScranton
0.81,HarrisburgScranton
0.8399999999999999,HarrisburgScranton
0.8,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.8599999999999999,HarrisburgScranton
0.79,HarrisburgScranton
0.79,HarrisburgScranton
0.8299999999999998,HarrisburgScranton
0.81,HarrisburgScranton
0.6300000000000001,HarrisburgScranton
0.75,HarrisburgScranton
0.8599999999999999,HarrisburgScranton
0.8499999999999999,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.77,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8799999999999999,HarrisburgScranton
0.8,HarrisburgScranton
0.79,HarrisburgScranton
0.77,HarrisburgScranton
0.8,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8999999999999999,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8299999999999998,HarrisburgScranton
0.9099999999999999,HarrisburgScranton
0.9199999999999999,HarrisburgScranton
0.9099999999999999,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8899999999999999,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.9099999999999999,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.8799999999999999,HarrisburgScranton
0.9099999999999999,HarrisburgScranton
0.8399999999999999,HarrisburgScranton
0.78,HarrisburgScranton
0.8999999999999999,HarrisburgScranton
0.8499999999999999,HarrisburgScranton
0.77,HarrisburgScranton
0.8999999999999999,HarrisburgScranton
0.9199999999999999,HarrisburgScranton
0.72,HarrisburgScranton
0.76,HarrisburgScranton
0.8699999999999999,HarrisburgScranton
0.94,HarrisburgScranton
0.96,HarrisburgScranton
0.75,HarrisburgScranton
0.97,HartfordSpringfield
0.8799999999999999,HartfordSpringfield
0.94,HartfordSpringfield
0.8899999999999999,HartfordSpringfield
1.02,HartfordSpringfield
0.97,HartfordSpringfield
0.8200000000000001,HartfordSpringfield
0.8599999999999999,HartfordSpringfield
0.8599999999999999,HartfordSpringfield
0.8999999999999999,HartfordSpringfield
0.6300000000000001,HartfordSpringfield
1.0799999999999998,HartfordSpringfield
1.0,HartfordSpringfield
0.99,HartfordSpringfield
0.95,HartfordSpringfield
0.81,HartfordSpringfield
0.97,HartfordSpringfield
0.96,HartfordSpringfield
0.8399999999999999,HartfordSpringfield
0.8200000000000001,HartfordSpringfield
0.8200000000000001,HartfordSpringfield
0.8599999999999999,HartfordSpringfield
1.0,HartfordSpringfield
1.02,HartfordSpringfield
0.76,HartfordSpringfield
0.95,HartfordSpringfield
0.97,HartfordSpringfield
0.95,HartfordSpringfield
0.8499999999999999,HartfordSpringfield
0.99,HartfordSpringfield
1.03,HartfordSpringfield
1.04,HartfordSpringfield
0.8999999999999999,HartfordSpringfield
0.95,HartfordSpringfield
0.95,HartfordSpringfield
1.06,HartfordSpringfield
1.05,HartfordSpringfield
0.95,HartfordSpringfield
1.03,HartfordSpringfield
0.9199999999999999,HartfordSpringfield
0.81,HartfordSpringfield
1.0999999999999999,HartfordSpringfield
1.13,HartfordSpringfield
0.8200000000000001,HartfordSpringfield
1.0799999999999998,HartfordSpringfield
1.0899999999999999,HartfordSpringfield
0.79,HartfordSpringfield
1.02,HartfordSpringfield
1.05,HartfordSpringfield
1.0899999999999999,HartfordSpringfield
1.0799999999999998,HartfordSpringfield
0.76,HartfordSpringfield
0.48000000000000004,Houston
0.45,Houston
0.43,Houston
0.44,Houston
0.49000000000000005,Houston
0.43,Houston
0.42,Houston
0.45,Houston
0.47000000000000003,Houston
0.5800000000000001,Houston
0.6000000000000001,Houston
0.49000000000000005,Houston
0.52,Houston
0.56,Houston
0.53,Houston
0.5900000000000001,Houston
0.5900000000000001,Houston
0.5800000000000001,Houston
0.5900000000000001,Houston
0.6200000000000001,Houston
0.6200000000000001,Houston
0.6000000000000001,Houston
0.49000000000000005,Houston
0.48000000000000004,Houston
0.49000000000000005,Houston
0.49000000000000005,Houston
0.44,Houston
0.44,Houston
0.32,Houston
0.42,Houston
0.42,Houston
0.53,Houston
0.52,Houston
0.46,Houston
0.44,Houston
0.49000000000000005,Houston
0.52,Houston
0.49000000000000005,Houston
0.53,Houston
0.49000000000000005,Houston
0.5,Houston
0.47000000000000003,Houston
0.48000000000000004,Houston
0.5700000000000001,Houston
0.52,Houston
0.43,Houston
0.39999999999999997,Houston
0.42,Houston
0.47000000000000003,Houston
0.47000000000000003,Houston
0.48000000000000004,Houston
0.41,Houston
0.74,Indianapolis
0.8,Indianapolis
0.73,Indianapolis
0.6200000000000001,Indianapolis
0.78,Indianapolis
0.81,Indianapolis
0.78,Indianapolis
0.6599999999999999,Indianapolis
0.71,Indianapolis
0.72,Indianapolis
0.6699999999999999,Indianapolis
0.8,Indianapolis
0.6799999999999999,Indianapolis
0.74,Indianapolis
0.6100000000000001,Indianapolis
0.5700000000000001,Indianapolis
0.81,Indianapolis
0.8699999999999999,Indianapolis
0.9199999999999999,Indianapolis
0.8399999999999999,Indianapolis
0.8999999999999999,Indianapolis
0.9099999999999999,Indianapolis
0.9199999999999999,Indianapolis
0.77,Indianapolis
0.75,Indianapolis
0.75,Indianapolis
0.6499999999999999,Indianapolis
0.73,Indianapolis
0.8499999999999999,Indianapolis
0.98,Indianapolis
1.07,Indianapolis
0.99,Indianapolis
0.96,Indianapolis
0.76,Indianapolis
0.8299999999999998,Indianapolis
0.94,Indianapolis
0.78,Indianapolis
0.8499999999999999,Indianapolis
0.8699999999999999,Indianapolis
0.79,Indianapolis
0.81,Indianapolis
0.9099999999999999,Indianapolis
0.77,Indianapolis
0.8299999999999998,Indianapolis
1.04,Indianapolis
1.0,Indianapolis
0.6799999999999999,Indianapolis
0.6200000000000001,Indianapolis
0.76,Indianapolis
0.8399999999999999,Indianapolis
0.95,Indianapolis
0.72,Indianapolis
0.69,Jacksonville
0.8899999999999999,Jacksonville
0.6599999999999999,Jacksonville
0.8899999999999999,Jacksonville
0.6599999999999999,Jacksonville
0.6799999999999999,Jacksonville
0.95,Jacksonville
0.95,Jacksonville
0.6699999999999999,Jacksonville
0.9199999999999999,Jacksonville
0.95,Jacksonville
0.69,Jacksonville
0.69,Jacksonville
0.97,Jacksonville
0.69,Jacksonville
0.94,Jacksonville
0.6799999999999999,Jacksonville
0.96,Jacksonville
0.95,Jacksonville
0.95,Jacksonville
0.69,Jacksonville
0.94,Jacksonville
0.95,Jacksonville
0.7,Jacksonville
0.9199999999999999,Jacksonville
0.6499999999999999,Jacksonville
0.8599999999999999,Jacksonville
0.6499999999999999,Jacksonville
0.8999999999999999,Jacksonville
0.6799999999999999,Jacksonville
0.94,Jacksonville
0.7,Jacksonville
0.9199999999999999,Jacksonville
0.94,Jacksonville
0.6599999999999999,Jacksonville
0.9099999999999999,Jacksonville
0.8699999999999999,Jacksonville
0.69,Jacksonville
0.8,Jacksonville
0.8999999999999999,Jacksonville
0.6599999999999999,Jacksonville
0.97,Jacksonville
0.94,Jacksonville
0.71,Jacksonville
0.8,Jacksonville
0.94,Jacksonville
0.9099999999999999,Jacksonville
0.6200000000000001,Jacksonville
0.8999999999999999,Jacksonville
0.97,Jacksonville
0.8999999999999999,Jacksonville
0.6699999999999999,Jacksonville
0.53,LasVegas
0.6599999999999999,LasVegas
0.6499999999999999,LasVegas
0.5900000000000001,LasVegas
0.6499999999999999,LasVegas
0.6799999999999999,LasVegas
0.6499999999999999,LasVegas
0.6200000000000001,LasVegas
0.69,LasVegas
0.6799999999999999,LasVegas
0.6100000000000001,LasVegas
0.6399999999999999,LasVegas
